,,Tmin,Rainfall,RH,Solar,Wind,Tmax,Discharge
6411,7,21.1,25,0.89,2.15,2.09,31.1,882.8
6412,8,22.2,1.4,0.86,9.62,1.39,26.7,892.1
6413,9,22.2,1,0.85,10.93,1.33,32.2,891.8
6414,10,23.3,0,0.82,8.95,1.38,28.9,913.9
6415,11,22.2,0,0.76,26.86,2.59,28.9,825.3
6416,12,23.3,0,0.76,26.24,2.47,30,714
6417,13,20,25,0.82,23.16,2.14,31,732.8
6418,14,22.2,0,0.81,19.97,1.59,30,776
6419,15,22.2,10.1,0.86,17.85,1.83,31.1,658.8
6420,16,23.3,0,0.79,19.18,1.73,28.9,578.6
6421,17,23.3,0,0.8,23.83,1.96,27.8,609.6
6422,18,21.1,19,0.82,20.56,2.19,27.8,629.7
6423,19,23.3,7,0.76,25.11,2.47,28.9,628.1
6424,20,23.3,0,0.73,25.76,2.34,32.2,613.5
6425,21,21.1,14,0.68,25.96,2.3,26.7,611.2
6426,22,22.2,0,0.71,25.76,2.42,27.8,619.7
6427,23,24.4,0,0.73,25.21,2.25,33.3,592.6
6428,24,24.4,0,0.69,22.53,2.73,34.4,611.9
6429,25,23.3,0,0.74,23.07,2.27,31.1,613.5
6430,26,23.3,0,0.75,23.58,2.46,34.4,622.4
6431,27,24.4,0,0.75,24.16,2.13,31.1,621.9
6432,28,21.1,39.5,0.74,23.18,2.65,30,599.7
6433,29,22.2,5.9,0.62,24.44,2.73,27.8,611.5
6434,30,22.2,11.7,0.58,21.77,2.63,26.7,624.7
6435,31,24.4,4.4,0.67,23.44,2.51,28.9,643.2
6436,1,22.2,0,0.54,24.37,3.05,30,666.32
6437,2,22.2,0,0.53,25.16,3.69,30,619.08
6438,3,23.3,0,0.47,25.15,3.62,27.8,615.57
6439,4,23.3,0,0.49,25.19,3.39,28.9,582.86
6440,5,22.2,15,0.53,24.91,2.67,31.1,576.43
6441,6,23.3,1.5,0.68,24.39,2.42,30,608.12
6442,7,22.2,0,0.62,24.33,3.24,28.9,561.57
6443,8,22,5,0.65,23.93,2.68,27.8,559.02
6444,9,22.2,11.6,0.69,23.31,2.5,26.5,565.73
6445,10,22.2,0.2,0.52,23.45,3.31,26.7,604.19
6446,11,22.2,0,0.66,15.93,1.61,26.7,603.85
6447,12,22.2,0.9,0.9,1.52,2.32,33.3,609.2
6448,13,22.2,12.8,0.92,1.87,1.3,28.9,642.44
6449,14,24.4,22,0.77,7.52,1.69,26.7,667.31
6450,15,22.2,15,0.52,23.02,3.32,32.2,651.53
6451,16,24.4,3,0.46,23.3,3.36,28.9,645.81
6452,17,22.2,18,0.46,23.31,3.6,24.4,656.04
6453,18,22.2,6.2,0.46,23.08,3.9,25.6,624.38
6454,19,23.3,0,0.4,23.26,4.01,26.7,580.06
6455,20,22.2,1,0.44,22.93,3.44,31.1,559.78
6456,21,21.1,1.8,0.4,22.84,4.02,25.6,518.21
6457,22,21.1,3.5,0.5,22.49,3.15,23.3,514.44
6458,23,21.1,15.6,0.53,22.1,3.36,22.2,538.8
6459,24,22.2,3,0.47,21.97,4.3,27.8,512.74
6460,25,22.2,0,0.45,22.29,3.44,26.7,510.96
6461,26,23.3,0,0.44,21.75,3.89,27.8,520.45
6462,27,23.3,0,0.45,21.63,3.53,28.9,496.69
6463,28,22.2,0,0.67,21.23,2.41,33.3,508.58
6464,29,22.2,0,0.55,21.27,2.47,32.2,479.38
6465,30,22.2,0,0.4,21.16,2.68,31.1,468.06
6466,31,20,4,0.38,20.9,2.87,21.1,418.72
6467,1,17.8,0,0.36,20.95,4.01,18.9,372.25
6468,2,17.8,0,0.32,21.15,4.16,18.9,313.66
6469,3,20,0,0.29,21.15,4.1,21.1,325.33
6470,4,20,2.5,0.33,20.75,3.87,22.2,318.73
6471,5,21.1,31,0.37,20.6,3.61,22.2,330.51
6472,6,16.7,3.5,0.24,20.17,3.21,20,295.25
6473,7,15.6,0,0.41,19.7,2.92,25.6,299.25
6474,8,18.9,0,0.31,19.62,4.03,21.1,241.59
6475,9,16.7,0,0.26,20.14,4.09,18.9,229.36
6476,10,17.8,0,0.37,19.89,3.63,21.1,185.46
6477,11,21.1,0,0.25,19.81,3.46,27.8,187.75
6478,12,22.2,0,0.27,19.63,3.98,33.3,198.83
6479,13,20,0,0.26,19.54,3.24,32.2,180.34
6480,14,22.2,0,0.3,19.09,3.46,33.3,174.53
6481,15,22.2,0,0.32,19,4.04,32.2,201.63
6482,16,21.1,0,0.27,19.15,3.94,32.2,193.25
6483,17,21.1,0,0.28,18.87,3.75,33.3,211.37
6484,18,20,17.9,0.28,18.75,4.28,33.3,202.14
6485,19,15.6,150,0.22,18.82,4.19,26.7,213.7
6486,20,15.6,26,0.27,15.52,3.12,26.7,467.29
6487,21,15.6,6,0.27,18.35,3.46,25.6,723.44
6488,22,15.6,0,0.3,17.98,3.79,26.7,456.16
6489,23,23.3,1.2,0.24,18.25,4.53,26.7,341.24
6490,24,15.6,0,0.2,18.25,4.05,22.2,360.02
6491,25,15.6,0,0.17,18.17,3.87,27.8,326.69
6492,26,15.6,0,0.16,17.97,3.85,22.2,223.24
6493,27,16.7,0,0.21,17.85,5.08,23.3,188.24
6494,28,16.7,0,0.27,17.66,3.99,24.4,199.22
6495,29,16.7,0,0.33,17.16,3.5,21.1,184.84
6496,30,17.8,0,0.32,17.05,3.99,22.2,173.11
6497,1,20,0,0.27,17.28,3.92,22.2,184.84
6498,2,17.8,0,0.11,17.33,3.84,27.8,158.5
6499,3,20,0,0.07,17.24,3.6,27.8,155.44
6500,4,21.1,0,0.09,17.18,3.45,26.7,180.42
6501,5,21.1,0,0.17,16.82,3.45,23.3,182.03
6502,6,21.2,0.5,0.25,16.3,3.3,22.2,182.18
6503,7,15.6,0,0.23,16.17,4,22.2,160.09
6504,8,16.7,0,0.1,16.56,3.81,23.3,174.7
6505,9,15.6,1.7,0.09,16.45,3.89,28.9,170.91
6506,10,15.6,0,0.08,16.27,3.88,30,163.77
6507,11,15.6,0,0.18,16.03,3.47,28.9,173.85
6508,12,15.6,0,0.33,15.62,3.34,30,166.52
6509,13,15.6,0,0.43,10.65,3.09,32.2,149.38
6510,14,20,4.5,0.19,15.86,4.54,27.8,132.36
6511,15,15.6,0,0.19,15.5,3.57,30,128.68
6512,16,15.6,1,0.22,15.44,3.66,28.9,120.38
6513,17,20,0,0.18,15.46,3.71,27.8,126.36
6514,18,15.6,0,0.16,15.01,4.12,24.4,128.48
6515,19,11.1,0,0.13,14.73,3.99,24.4,119.82
6516,20,11.1,0,0.11,15.1,3.95,25.6,119.82
6517,21,13.3,0,0.14,15.14,4.41,26.7,110.95
6518,22,12.2,0,0.13,15.15,4.48,28.9,105.43
6519,23,10,0,0.17,15.11,3.9,26.7,100.02
6520,24,10,0,0.14,15.09,3.39,27.8,102.83
6521,25,13.3,0,0.15,14.92,4.08,28.9,107.81
6522,26,11.1,0,0.14,14.98,4.06,30,108.09
6523,27,12.2,0,0.09,14.94,4.06,27.8,110.22
6524,28,8.9,0,0.11,14.83,3.89,26.7,108.77
6525,29,13.3,0,0.14,14.83,4.36,28.9,109.93
6526,30,11.1,0,0.23,13.78,3.44,27.8,107.81
6527,31,10,0,0.32,13.87,3.43,25.6,104.38
6528,1,8.9,0,0.31,13.98,3.86,24.4,105.94
6529,2,10,0,0.41,14.07,3.78,26.7,100.33
6530,3,11.1,0,0.27,13.76,3.8,27.8,109.03
6531,4,11.1,0,0.22,14.38,4.03,26.7,104.13
6532,5,11.1,0,0.14,14.38,4.08,27.9,102.23
6533,6,10,0,0.14,14.56,4.52,24.4,104.16
6534,7,8.9,0,0.16,13.54,4.14,23.3,102.85
6535,8,10,0,0.32,13.04,3.39,24.4,103.85
6536,9,11.1,0,0.23,13.63,4.18,26.7,99.74
6537,10,11.1,0,0.15,13.52,3.26,26.7,101.95
6538,11,10,0,0.63,3.7,3.15,24.4,100.33
6539,12,8.9,0,0.59,2.08,3.42,23.3,98.49
6540,13,10,0,0.22,13.95,4.3,24.4,98.58
6541,14,8.9,0,0.12,14.59,4.26,23.3,94.53
6542,15,8.9,0,0.19,14.17,3.38,24.4,99.74
6543,16,8.9,0,0.29,14.08,3.98,24.4,97.22
6544,17,7.8,0,0.3,14,3.83,26.7,93.62
6545,18,8.9,0,0.27,14.23,4.27,24.4,100.76
6546,19,7.8,0,0.12,14.48,3.61,22.2,96.65
6547,20,8.9,0,0.15,14.33,3.49,24.4,90.82
6548,21,7.8,0,0.22,14,3.84,23.3,94.81
6549,22,6.7,0,0.26,14.26,2.98,23.3,93.23
6550,23,7.8,0,0.5,0.09,6.07,23.3,86.46
6551,24,7.8,0,0.44,14.54,4.4,22.2,91.1
6552,25,6.7,0,0.45,13.01,4.09,22.2,83.97
6553,26,7.8,0,0.66,12.48,2.49,22.2,94.5
6554,27,6.7,0,0.65,14.01,2.72,22.2,80.91
6555,28,7.8,0,0.63,13.85,3.85,22.2,91.41
6556,29,5.6,0,0.66,13.74,3.35,21.2,84.87
6557,30,6.7,0,0.62,13.17,4.26,21.1,88.64
6558,1,5.6,0,0.54,14.42,4.87,21.5,86.15
6559,2,5.2,0,0.62,13.79,3.91,22.6,84.25
6560,3,7.1,0,0.56,14.43,4.36,22.2,86.83
6561,4,7.4,0,0.47,15.03,4.21,18.9,77.42
6562,5,7.4,0,0.41,15.23,4.65,19.2,86.15
6563,6,5.6,0,0.39,15.03,4.9,18.9,81.02
6564,7,5.9,0,0.39,14.85,4.75,20.7,86.88
6565,8,5.6,0,0.45,14.63,4.42,19.3,80.14
6566,9,4.8,0,0.55,11.39,3.87,20,88.13
6567,10,5.9,0,0.74,3.22,3.79,19.3,81.87
6568,11,4.8,0,0.8,3.05,3.55,15.9,86.4
6569,12,3.7,0,0.36,14.74,4.41,12.9,81.87
6570,13,4.4,0,0.42,15.94,5.12,15.9,83.6
6571,14,4.1,0,0.36,14.41,4.4,15.9,82.07
6572,15,3.7,0,0.55,11.64,3.85,18.9,87.76
6573,16,4.4,0,0.5,13.33,3.72,18.9,78.05
6574,17,4.1,0,0.54,8.84,4.88,20,97.93
6575,18,3,0,0.57,10.24,4.38,18.1,92.23
6576,19,4.4,0,0.69,8.36,3.47,19.6,92.04
6577,20,5.2,0,0.52,16.17,4.81,18.5,92.35
6578,21,5.6,0,0.38,16.86,5.01,17.8,90.34
6579,22,5.6,0,0.41,16.7,4.19,18.9,91.92
6580,23,5.2,0,0.46,16.76,3.76,18.5,91.73
6581,24,4.4,0,0.4,17.39,4.45,17.8,90.96
6582,25,4.1,0,0.4,17.09,4.54,18.5,89.43
6583,26,4.4,0,0.4,17.08,4.1,19.3,90.11
6584,27,4.4,0,0.46,16.93,4.34,17.4,89.74
6585,28,4.8,0,0.4,17.64,4.69,20,88.5
6586,29,5.2,0,0.51,16.92,4.04,19.2,87.87
6587,30,5.2,0,0.6,6.62,4.91,18.9,85.86
6588,31,4,0,0.38,18.02,5.12,17.4,80.34
6589,1,4.03,0,0.37,18.07,5.42,18.17,87.53
6590,2,4.07,0,0.46,11.19,4.3,16.3,83.88
6591,3,3.3,4.8,0.66,11.34,4.56,16.27,75.07
6592,4,4.8,0.8,0.65,17.04,4.03,16.67,74.88
6593,5,5.2,0,0.56,15.26,4.11,16.67,71.31
6594,6,4.43,1.2,0.66,17.89,3.08,16.67,70.09
6595,7,4.43,0.7,0.62,17.74,4.43,13.7,66.78
6596,8,4.83,0,0.41,19.4,4.48,17.03,66.58
6597,9,4.43,13.3,0.41,19.28,4.04,15.57,64.48
6598,10,4.83,11.3,0.4,18.73,4.21,15.57,64.2
6599,11,5.2,1.1,0.42,19.87,4.77,15.57,62.58
6600,12,4.83,0,0.4,18.88,3.9,16.33,61.93
6601,13,4.03,0,0.44,18.85,4.01,16.3,62.67
6602,14,4.43,0,0.5,19.75,4.12,15.93,62.25
6603,15,5.2,2.7,0.54,19.3,4.05,15.2,61.76
6604,16,4.8,8.9,0.6,18.62,3.28,15.17,63.29
6605,17,6.67,19.7,0.66,17.5,2.89,14.47,62.39
6606,18,5.93,9.6,0.46,20.38,4.38,12.23,61.93
6607,19,5.57,2.5,0.46,20.78,4.29,13.7,62.67
6608,20,5.2,0,0.43,21.4,4.02,14.83,63.18
6609,21,3.3,0,0.45,21.41,4.18,16.3,59.84
6610,22,4.07,0,0.6,18.06,3.33,15.57,60.6
6611,23,4.03,0,0.55,20.84,4.09,14.83,64.91
6612,24,4.07,0,0.48,21.22,4.31,15.57,62.67
6613,25,4.43,0,0.54,17.49,4.21,14.07,61.62
6614,26,4.43,0.3,0.36,21.66,4.5,17.77,60.83
6615,27,4.07,0,0.38,20.82,4.26,16.67,62.87
6616,28,5.53,0,0.53,20.25,4.24,16.63,60.38
6617,29,5.2,0,0.51,19.21,4.22,17.77,63.26
6618,30,5.93,1.3,0.4,22.48,3.86,14.47,63.77
6619,31,6.67,0,0.43,21.62,5.05,15.9,64.17
6620,1,6.67,0,0.38,23.35,6.24,18.93,63.43
6621,2,5.93,0,0.37,23.42,5.57,17.8,63.07
6622,3,7.03,0,0.37,23.51,4.67,15.2,64.14
6623,4,6.3,0.7,0.4,23.34,4.76,12.57,63.52
6624,5,7.07,0,0.44,21.9,4.9,17.8,61.14
6625,6,7.26,2,0.42,23.35,4.18,21.1,59.05
6626,7,7.8,8.1,0.48,22.84,3.95,16.7,59.19
6627,8,8.17,0,0.52,23.35,3.82,17.03,60.38
6628,9,8.53,2.8,0.54,22.02,3.77,16.5,59.5
6629,10,7.4,0.3,0.52,23.64,3.17,15.97,60.06
6630,11,7.43,6.7,0.45,24.66,4.41,16.67,61.14
6631,12,6.67,1,0.43,24.4,4.14,18.9,60.52
6632,13,6.67,1,0.56,21.37,4,17.43,61.37
6633,14,7.4,0,0.58,22.8,3.37,19.6,63.43
6634,15,7.77,0,0.74,14.65,2.63,16.63,62.39
6635,16,7.07,5.3,0.6,22.15,4.17,18.53,62.19
6636,17,6.3,0,0.63,21.57,3.73,18.53,63.55
6637,18,6.3,0,0.56,24.95,4.22,18.17,65.22
6638,19,6.63,2.3,0.67,17.9,4.09,21.47,66.18
6639,20,8.53,0,0.49,26.04,4.48,15.9,63.38
6640,21,8.53,0,0.54,26.03,4.78,15.53,64.28
6641,22,8.53,0,0.51,25.24,4.11,20.4,63.38
6642,23,11.47,0,0.48,25,3.89,24.47,62.25
6643,24,10.73,0,0.46,25.89,4.21,20.37,62.53
6644,25,8.9,0,0.45,27.1,4.74,19.63,64.2
6645,26,8.53,0.7,0.4,25.23,4.59,18.53,63.72
6646,27,8.53,9.8,0.71,11.01,4.09,17.77,62.56
6647,28,8.17,10.7,0.53,26.65,4.81,18.5,65.02
6648,29,,,,,,,
6649,1,8.53,10.3,0.68,18.41,4.09,15.57,63.55
6650,2,8.17,2.3,0.65,26.05,4.13,16.3,63.46
6651,3,8.53,0,0.6,27.2,4.9,23.27,66.32
6652,4,9.63,0,0.45,27.45,4.65,17.8,66.58
6653,5,9.63,0,0.48,27.11,4.21,22.6,66.35
6654,6,9.63,0,0.44,27.78,4.44,20,68.73
6655,7,8.9,0.4,0.41,27.7,4.95,19.67,67.26
6656,8,8.53,0,0.43,26.58,3.98,20.77,69.13
6657,9,9.63,0,0.59,13.68,4.55,21.13,72.52
6658,10,11.1,0.9,0.41,28.75,4.26,18.9,74.65
6659,11,11.1,6.3,0.43,28.78,4.73,21.5,72.13
6660,12,10.73,7.1,0.4,28.86,4.88,17.43,74.79
6661,13,11.47,6.9,0.43,27.62,4.77,21.13,72.98
6662,14,8.9,16.4,0.48,24.82,4.12,16.33,73.01
6663,15,8.87,1.9,0.38,27.4,3.69,16.27,73.29
6664,16,8.17,1.6,0.31,29.64,4.59,20.37,69.64
6665,17,8.9,0.5,0.3,29.81,4.64,23.7,73.94
6666,18,12.57,0,0.33,30.17,4.59,25.57,73.8
6667,19,11.1,0,0.42,29.21,4.12,28.17,76.52
6668,20,10.73,3,0.4,28.99,4.38,27.43,75.92
6669,21,10.37,1.5,0.39,28.92,4.29,21.87,78.16
6670,22,10,5.8,0.4,29.17,4.7,27.8,77.4
6671,23,9.63,0,0.34,29.67,5.5,27.43,76.66
6672,24,10.37,0,0.32,29.54,4.99,28.13,76.74
6673,25,11.47,1.2,0.36,28.86,4.07,27.4,79.15
6674,26,10.6,5.5,0.45,27.1,3.92,25.93,76.8
6675,27,11.1,1.4,0.42,27.76,4.21,25.57,80.85
6676,28,11.47,0.9,0.58,17.42,4.38,25.2,79.43
6677,29,11.47,0,0.41,30.34,4.07,26.33,80.77
6678,30,13.33,0,0.4,29.63,4.46,27.77,79.55
6679,31,12.97,0,0.44,28.5,3.77,26.27,81.16
6680,1,11.83,0.3,0.46,29.56,4.02,28.13,82.29
6681,2,13.33,1.3,0.44,28.75,3.73,31.1,76.04
6682,3,12.93,0,0.39,29.88,4.48,28.53,68.73
6683,4,13.7,0,0.42,30.59,4.82,28.13,70.06
6684,5,14.07,0,0.43,30.3,4.29,29.27,67.99
6685,6,13.7,2.7,0.39,30.69,4.28,29.27,71.42
6686,7,12.97,0,0.37,30.39,4.69,30.37,77.88
6687,8,12.93,0,0.3,30.76,3.86,28.53,78.05
6688,9,14.07,0,0.26,31.08,5.08,31.83,86.49
6689,10,14.8,3.7,0.21,31.09,4.25,32.97,94.3
6690,11,15.57,0,0.29,30.78,3.74,31.83,88.1
6691,12,13.67,2.9,0.29,30.73,3.88,30.37,80.94
6692,13,13.7,0.1,0.25,30.92,3.33,30.73,88.72
6693,14,14.07,0,0.25,31.34,4.08,31.47,93.82
6694,15,15.57,1.4,0.25,31.45,3.37,32.57,102.23
6695,16,15.57,1.7,0.26,31.44,3.89,31.47,99.46
6696,17,13.7,3.5,0.34,30.38,3.85,30.7,102.85
6697,18,14.07,11,0.32,30.93,4.28,31.13,97.3
6698,19,13.33,1,0.25,31.71,3.9,29.27,103.51
6699,20,13.7,0,0.26,30.93,3.68,28.5,101.95
6700,21,14.1,0,0.31,27.93,3.64,29.23,95.92
6701,22,15.2,0.9,0.32,25.72,4.63,31.47,95.75
6702,23,14.07,0,0.29,31.66,3.76,31.47,98.27
6703,24,15.93,0,0.33,30.22,4.63,32.2,102.57
6704,25,16.67,0,0.35,31.65,4.28,33.7,103.65
6705,26,15.9,0,0.25,31.94,4.61,32.57,102.85
6706,27,14.83,0,0.18,32.48,3.8,32.93,98.83
6707,28,17.07,0,0.22,31.63,3.49,35.2,100.7
6708,29,15.93,0,0.26,30.52,3.38,32.93,99.46
6709,30,18.53,0,0.18,32.49,3.56,35.97,102.23
6710,1,18.53,0,0.21,32.41,4.26,34.47,120.2
6711,2,18.17,1,0.24,32.13,3.94,35.2,123.6
6712,3,17.07,0.7,0.2,32.28,4.04,33.73,132.4
6713,4,18.5,0.3,0.23,32.14,4.03,33.33,133.1
6714,5,17.77,0.7,0.28,31.69,3.58,33.7,141.8
6715,6,17.4,1,0.29,31.66,3.5,34.8,149.4
6716,7,18.9,0,0.27,31.48,4.13,35.53,154.8
6717,8,18.13,0.9,0.28,30.49,4.09,34.43,153.2
6718,9,17.43,6,0.29,29.52,4.06,34.07,140.9
6719,10,17.8,0,0.27,31.76,3.51,32.6,168.1
6720,11,17.8,0,0.23,32.25,4.29,31.47,144.7
6721,12,15.9,3.3,0.24,32.13,4.04,32.23,141.8
6722,13,17.43,1.2,0.2,32.66,4.17,32.97,152
6723,14,18.9,0,0.18,32.87,4.48,32.97,142.3
6724,15,18.17,6.6,0.2,32.75,4.59,33.7,141.9
6725,16,21.83,0,0.17,32.42,3.84,34.03,158.6
6726,17,16.7,5,0.17,31.47,3.54,33.3,156.3
6727,18,18.17,0,0.23,30.91,3.77,31.47,169.7
6728,19,18.9,15.1,0.25,31.48,4.09,34.4,204.1
6729,20,18.73,3.4,0.26,31.38,4.03,34.27,240.2
6730,21,19.63,1.2,0.23,31.68,3.81,32.23,242.7
6731,22,20.37,0,0.32,31.44,4.07,31.5,343.5
6732,23,19.27,1.7,0.31,31.56,3.35,30.73,423
6733,24,18.9,2.3,0.36,31.26,3.43,30,457.8
6734,25,19.27,0.1,0.34,31.22,3.62,31.07,368.6
6735,26,18.17,1.8,0.36,31.31,3.32,29.67,365.5
6736,27,19.27,0,0.27,31.53,3.5,31.87,348.7
6737,28,18.9,0,0.24,31.88,4.29,34.07,349.5
6738,29,18.13,0.1,0.23,31.82,3.82,32.23,313.9
6739,30,15.73,0,0.26,31.03,3.28,34.8,289
6740,31,19.63,0,0.41,30.71,3.5,36.33,288.2
6741,1,20.37,0,0.41,30.79,3.62,37.03,284.5
6742,2,22.2,0.4,0.45,30.6,3.35,37.43,283.9
6743,3,20.37,7.1,0.55,29.15,3.44,38.13,289.7
6744,4,20,0.5,0.62,29.56,2.92,35.2,286
6745,5,19.27,1.1,0.55,30.29,2.96,34.03,426.1
6746,6,19.27,2.4,0.48,29.92,2.8,33.73,592
6747,7,20.37,0,0.31,30.78,3.62,33.73,453.6
6748,8,22.93,1.7,0.57,30.32,3.2,35.93,452.6
6749,9,23.3,0,0.7,26.69,2.77,37.77,359.5
6750,10,23.33,0.3,0.75,14.76,1.83,37.03,285
6751,11,25,0.1,0.63,25.66,2.85,35.73,322.8
6752,12,23.33,2,0.64,25.88,2.5,34.43,302.5
6753,13,24.07,0.3,0.66,23.8,2.07,34.07,319.2
6754,14,23.33,0,0.7,25.85,2.11,35.2,353.6
6755,15,22.57,2.6,0.67,27.53,1.96,34.07,360
6756,16,18.5,3.6,0.73,25.99,1.88,29.63,390
6757,17,20,2.7,0.7,25.74,2.47,29.63,378.7
6758,18,20,1,0.71,27.49,2.77,30.37,371.9
6759,19,19.63,8,0.76,25.44,1.96,31.47,342.3
6760,20,19.27,0.7,0.83,19.26,1.7,28.5,362.3
6761,21,18.9,0,0.78,23.98,2.05,34.83,353.5
6762,22,22.2,2.6,0.78,23.58,2.13,35.2,367.1
6763,23,21.83,0.8,0.72,26.78,2.46,35.37,387.2
6764,24,21.83,0.5,0.79,24.97,2,35.2,403.6
6765,25,23.3,0,0.73,24.67,2.41,34.47,459.9
6766,26,23.7,4.9,0.61,25.82,3.83,34.8,496
6767,27,22.57,23.5,0.54,27.57,3.73,35.57,514.6
6768,28,23.33,18.1,0.56,27.78,3.2,31.83,581.7
6769,29,22.97,3.3,0.51,27.77,3.35,32.23,665
6770,30,22.6,15.2,0.49,28.18,3.61,31.47,685.3
6771,1,22.6,0,0.62,27.92,2.63,31.87,707.5
6772,2,22.57,2.5,0.53,27.86,3.77,34.8,702.9
6773,3,22.93,19.6,0.58,27.6,3.28,34.07,710.3
6774,4,24.07,0.8,0.52,27.34,3.77,33.3,654.1
6775,5,21.83,12.2,0.45,27.94,4.11,33.33,460.1
6776,6,23.33,3.9,0.42,27.6,3.93,34.8,363.8
6777,7,22.93,8.3,0.63,26.49,3.08,33.3,414.3
6778,8,23.33,1.7,0.77,23.69,2.59,33,418.4
6779,9,22.6,10.3,0.81,22.88,2.22,34.07,518.8
6780,10,22.2,8.9,0.78,24.6,2.21,28.53,523.4
6781,11,22.93,2.5,0.67,25.59,2.56,31.83,645.9
6782,12,23.67,3.7,0.63,24.31,2.65,32.93,655.9
6783,13,22.2,8.3,0.54,27.54,2.51,32.9,709.1
6784,14,22.93,0,0.53,27.33,2.67,31.47,744.7
6785,15,21.83,3.4,0.56,27.34,2.73,31.47,794.7
6786,16,22.93,0,0.52,27.25,2.89,29.27,795.7
6787,17,24.07,2.1,0.61,26.75,2.14,31.83,644.9
6788,18,24.07,6.3,0.7,25.77,2.47,31.83,512.7
6789,19,24.07,5.9,0.7,25.99,2.54,32.97,586.3
6790,20,23.67,0,0.6,26.12,3.53,32.57,628.9
6791,21,22.57,8.5,0.81,20.22,2.19,30.37,651
6792,22,22.57,1.4,0.77,23.59,2.32,30,683.5
6793,23,24.03,0,0.79,22,2.12,32.57,712.1
6794,24,23.3,6.7,0.83,3.15,1.66,32.2,685.7
6795,25,23.3,0,0.74,20.36,1.71,30.37,668.2
6796,26,23.67,1.3,0.6,25.95,3.01,31.83,694.9
6797,27,23.67,0.6,0.55,22.59,2.58,30,700.8
6798,28,22.2,14.6,0.51,22.98,3,31.83,786.2
6799,29,22.57,12,0.31,27,4.05,28.57,800.9
6800,30,22.97,5.9,0.24,26.81,4.35,29.63,728.3
6801,31,24.43,3.9,0.2,26.66,3.99,31.87,615.4
6802,1,23.33,0,0.41,24.66,2.91,32.6,598.8
6803,2,22.93,8.1,0.65,4.4,2.85,32.2,594.95
6804,3,22.93,12.5,0.79,3.66,1.67,28.9,628.45
6805,4,21.83,15.5,0.88,2.58,1.49,27.8,643.58
6806,5,21.47,13,0.76,8.82,2.4,27.4,653.94
6807,6,21.47,2.6,0.47,24.82,3.76,29.63,730.43
6808,7,21.83,3,0.46,24.74,3.71,31.13,672.75
6809,8,22.87,1.8,0.47,24.48,3.54,30.37,674.42
6810,9,22.93,5.7,0.43,24.3,3.99,30.67,666.83
6811,10,22.57,0.9,0.4,24.38,4.21,30.03,661.39
6812,11,22.57,0.7,0.39,24.23,4.23,29.27,648.14
6813,12,22.2,14.4,0.38,23.83,4.74,33.3,667.87
6814,13,21.83,9,0.39,23.84,4.15,32.23,670.11
6815,14,23.3,7.5,0.42,23.41,3.81,30.67,646.58
6816,15,22.93,7.7,0.42,23.27,4.06,33.3,677.7
6817,16,22.93,3.4,0.43,22.95,4.27,31.47,607.27
6818,17,22.2,7.4,0.34,23.21,4.74,29.6,653.04
6819,18,22.93,2.1,0.32,23.12,4.81,30.73,568.59
6820,19,23.67,0,0.37,22.96,3.97,27.8,552.7
6821,20,22.93,0.7,0.35,22.92,4.08,30.4,506.77
6822,21,21.83,2.3,0.26,23.14,4.22,28.53,352.03
6823,22,22.93,1.2,0.3,22.64,4.15,28.5,421.81
6824,23,23.3,5.5,0.34,22.18,3.81,28.53,406.04
6825,24,23.3,1,0.47,21.81,2.97,30.37,404.73
6826,25,22.93,0.3,0.39,21.7,3.83,30.37,387.74
6827,26,22.93,0,0.52,21.59,2.98,31.07,429.2
6828,27,23.67,0,0.47,21.38,3,30.73,414.93
6829,28,22.2,1.9,0.51,19.18,2.49,31.83,401.68
6830,29,21.83,2,0.37,21.43,4.12,31.83,379.42
6831,30,21.47,0,0.25,21.71,4.02,32.57,398.56
6832,31,20.73,5.9,0.37,21.45,3.08,26.67,420.85
6833,1,20.73,0.8,0.26,21.28,3.59,25.17,477.94
6834,2,20.73,0.8,0.19,21.17,3.71,26.3,413.23
6835,3,20.73,1.4,0.29,21.09,3.58,25.57,381.43
6836,4,20.37,3.9,0.26,20.97,3.83,28.5,350.22
6837,5,21.47,10.5,0.24,20.86,4.27,26.3,310.49
6838,6,19.27,1.2,0.26,20.83,3.91,25.57,269.96
6839,7,18.9,0,0.21,20.62,3.98,27.07,213.81
6840,8,21.1,0,0.24,20.17,3.01,26.67,207.15
6841,9,20,0,0.17,20.34,3.77,26.67,227.77
6842,10,20.37,0,0.22,20.12,3.72,28.87,518.07
6843,11,21.1,0.8,0.24,19.88,3.85,30.73,629.79
6844,12,21.1,0,0.19,19.96,4.14,31.83,485.95
6845,13,20.37,0.5,0.15,20.01,4.02,31.47,523.31
6846,14,20.73,0.8,0.12,19.83,3.92,32.2,432.94
6847,15,19.63,0,0.08,20.05,3.84,31.47,363.64
6848,16,19.27,0.8,0.08,19.78,4.03,30.73,343.96
6849,17,20.37,0,0.13,19.5,4.38,31.1,271.66
6850,18,20,6,0.11,19.41,4.24,30,234.34
6851,19,20.37,59,0.16,18.81,4.01,29.63,262.8
6852,20,18.9,12.2,0.16,18.63,3.56,29.27,246.49
6853,21,18.9,3.5,0.31,18.29,3.89,27.4,227.71
6854,22,18.17,0.2,0.25,18.49,4.58,30,245.81
6855,23,20.73,0.4,0.22,18.32,4.24,27.43,251.22
